go_c,count,Systematic Name
endoplasmic reticulum,657,"['YAL007C', 'YAL009W', 'YAL023C', 'YAL026C', 'YAL028W', 'YAL042W', 'YAL053W', 'YAL054C', 'YAL058W', 'YAL064W-B', 'YAR002C-A', 'YAR031W', 'YAR033W', 'YAR042W', 'YBL011W', 'YBL020W', 'YBL040C', 'YBL082C', 'YBR002C', 'YBR004C', 'YBR005W', 'YBR013C', 'YBR023C', 'YBR029C', 'YBR036C', 'YBR041W', 'YBR042C', 'YBR054W', 'YBR058C-A', 'YBR068C', 'YBR069C', 'YBR070C', 'YBR078W', 'YBR092C', 'YBR096W', 'YBR101C', 'YBR106W', 'YBR110W', 'YBR126W-A', 'YBR130C', 'YBR132C', 'YBR159W', 'YBR160W', 'YBR162W-A', 'YBR170C', 'YBR171W', 'YBR183W', 'YBR201W', 'YBR204C', 'YBR207W', 'YBR210W', 'YBR229C', 'YBR243C', 'YBR254C', 'YBR265W', 'YBR273C', 'YBR283C', 'YBR287W', 'YBR290W', 'YBR293W', 'YBR296C', 'YCL001W', 'YCL025C', 'YCL027W', 'YCL043C', 'YCL045C', 'YCL052C', 'YCL069W', 'YCR011C', 'YCR017C', 'YCR021C', 'YCR034W', 'YCR044C', 'YCR048W', 'YCR067C', 'YCR068W', 'YCR094W', 'YDL015C', 'YDL018C', 'YDL019C', 'YDL027C', 'YDL052C', 'YDL058W', 'YDL065C', 'YDL072C', 'YDL091C', 'YDL093W', 'YDL095W', 'YDL100C', 'YDL121C', 'YDL122W', 'YDL126C', 'YDL149W', 'YDL193W', 'YDL195W', 'YDL204W', 'YDL212W', 'YDL232W', 'YDL241W', 'YDR018C', 'YDR033W', 'YDR046C', 'YDR049W', 'YDR056C', 'YDR057W', 'YDR062W', 'YDR086C', 'YDR093W', 'YDR126W', 'YDR150W', 'YDR160W', 'YDR182W', 'YDR189W', 'YDR196C', 'YDR200C', 'YDR205W', 'YDR221W', 'YDR233C', 'YDR236C', 'YDR245W', 'YDR246W', 'YDR292C', 'YDR294C', 'YDR297W', 'YDR302W', 'YDR304C', 'YDR307W', 'YDR319C', 'YDR320C', 'YDR326C', 'YDR329C', 'YDR331W', 'YDR349C', 'YDR402C', 'YDR410C', 'YDR411C', 'YDR414C', 'YDR434W', 'YDR437W', 'YDR456W', 'YDR459C', 'YDR461W', 'YDR472W', 'YDR476C', 'YDR479C', 'YDR492W', 'YDR498C', 'YDR504C', 'YDR508C', 'YDR518W', 'YDR519W', 'YDR524C-B', 'YEL001C', 'YEL002C', 'YEL004W', 'YEL016C', 'YEL031W', 'YEL036C', 'YEL043W', 'YEL063C', 'YEL064C', 'YEL068C', 'YEL069C', 'YER004W', 'YER015W', 'YER019C-A', 'YER019W', 'YER026C', 'YER039C', 'YER044C', 'YER053C-A', 'YER072W', 'YER074W-A', 'YER076C', 'YER083C', 'YER087C-B', 'YER100W', 'YER116C', 'YER118C', 'YER120W', 'YER140W', 'YER166W', 'YFL004W', 'YFL005W', 'YFL017C', 'YFL025C', 'YFL038C', 'YFL041W', 'YFL042C', 'YFL048C', 'YFL055W', 'YFR008W', 'YFR018C', 'YFR020W', 'YFR026C', 'YFR039C', 'YFR041C', 'YFR042W', 'YFR048W', 'YGL001C', 'YGL002W', 'YGL010W', 'YGL012W', 'YGL020C', 'YGL022W', 'YGL027C', 'YGL032C', 'YGL038C', 'YGL041C-B', 'YGL047W', 'YGL051W', 'YGL053W', 'YGL054C', 'YGL055W', 'YGL065C', 'YGL075C', 'YGL077C', 'YGL084C', 'YGL098W', 'YGL126W', 'YGL139W', 'YGL140C', 'YGL142C', 'YGL145W', 'YGL160W', 'YGL167C', 'YGL194C-A', 'YGL200C', 'YGL204C', 'YGL225W', 'YGL226C-A', 'YGL228W', 'YGL230C', 'YGL231C', 'YGL247W', 'YGL255W', 'YGL258W', 'YGR004W', 'YGR016W', 'YGR026W', 'YGR036C', 'YGR038W', 'YGR060W', 'YGR089W', 'YGR105W', 'YGR106C', 'YGR121C', 'YGR141W', 'YGR149W', 'YGR152C', 'YGR157W', 'YGR172C', 'YGR175C', 'YGR177C', 'YGR191W', 'YGR199W', 'YGR212W', 'YGR213C', 'YGR216C', 'YGR227W', 'YGR236C', 'YGR263C', 'YGR284C', 'YHL003C', 'YHL016C', 'YHL020C', 'YHL042W', 'YHR001W', 'YHR004C', 'YHR007C', 'YHR027C', 'YHR036W', 'YHR039C', 'YHR042W', 'YHR045W', 'YHR057C', 'YHR072W', 'YHR079C', 'YHR080C', 'YHR098C', 'YHR101C', 'YHR110W', 'YHR123W', 'YHR133C', 'YHR135C', 'YHR140W', 'YHR142W', 'YHR155W', 'YHR175W', 'YHR181W', 'YHR188C', 'YHR190W', 'YHR192W', 'YHR204W', 'YHR212W-A', 'YIL004C', 'YIL005W', 'YIL009W', 'YIL016W', 'YIL023C', 'YIL027C', 'YIL030C', 'YIL039W', 'YIL040W', 'YIL043C', 'YIL049W', 'YIL089W', 'YIL090W', 'YIL102C-A', 'YIL109C', 'YIL123W', 'YIL124W', 'YIR004W', 'YIR014W', 'YIR022W', 'YIR033W', 'YIR038C', 'YJL002C', 'YJL012C', 'YJL034W', 'YJL062W', 'YJL073W', 'YJL079C', 'YJL080C', 'YJL091C', 'YJL094C', 'YJL097W', 'YJL108C', 'YJL117W', 'YJL134W', 'YJL139C', 'YJL145W', 'YJL158C', 'YJL167W', 'YJL171C', 'YJL183W', 'YJL192C', 'YJL193W', 'YJL196C', 'YJR010C-A', 'YJR013W', 'YJR015W', 'YJR031C', 'YJR040W', 'YJR051W', 'YJR073C', 'YJR088C', 'YJR106W', 'YJR112W-A', 'YJR116W', 'YJR117W', 'YJR118C', 'YJR126C', 'YJR131W', 'YJR134C', 'YJR143C', 'YKL004W', 'YKL008C', 'YKL020C', 'YKL046C', 'YKL047W', 'YKL065C', 'YKL065W-A', 'YKL073W', 'YKL077W', 'YKL094W', 'YKL100C', 'YKL107W', 'YKL119C', 'YKL124W', 'YKL154W', 'YKL165C', 'YKL174C', 'YKL175W', 'YKL178C', 'YKL207W', 'YKL212W', 'YKR003W', 'YKR013W', 'YKR014C', 'YKR022C', 'YKR030W', 'YKR039W', 'YKR051W', 'YKR053C', 'YKR055W', 'YKR067W', 'YKR068C', 'YLL006W', 'YLL014W', 'YLL015W', 'YLL023C', 'YLL031C', 'YLL048C', 'YLL052C', 'YLL055W', 'YLL061W', 'YLR004C', 'YLR023C', 'YLR034C', 'YLR047C', 'YLR050C', 'YLR056W', 'YLR057W', 'YLR064W', 'YLR065C', 'YLR066W', 'YLR072W', 'YLR074C', 'YLR078C', 'YLR080W', 'YLR084C', 'YLR088W', 'YLR100W', 'YLR130C', 'YLR138W', 'YLR155C', 'YLR205C', 'YLR207W', 'YLR208W', 'YLR238W', 'YLR241W', 'YLR242C', 'YLR246W', 'YLR268W', 'YLR283W', 'YLR286C', 'YLR292C', 'YLR312C', 'YLR324W', 'YLR350W', 'YLR372W', 'YLR378C', 'YLR380W', 'YLR404W', 'YLR411W', 'YLR414C', 'YLR426W', 'YLR440C', 'YLR450W', 'YLR459W', 'YML008C', 'YML012W', 'YML013W', 'YML019W', 'YML029W', 'YML048W', 'YML055W', 'YML059C', 'YML066C', 'YML067C', 'YML072C', 'YML075C', 'YML077W', 'YML101C', 'YML115C', 'YML123C', 'YML125C', 'YML128C', 'YML130C', 'YMR008C', 'YMR010W', 'YMR013C', 'YMR015C', 'YMR022W', 'YMR029C', 'YMR040W', 'YMR052W', 'YMR058W', 'YMR065W', 'YMR077C', 'YMR101C', 'YMR110C', 'YMR122W-A', 'YMR123W', 'YMR134W', 'YMR149W', 'YMR152W', 'YMR161W', 'YMR162C', 'YMR165C', 'YMR171C', 'YMR183C', 'YMR200W', 'YMR202W', 'YMR214W', 'YMR238W', 'YMR246W', 'YMR251W-A', 'YMR258C', 'YMR264W', 'YMR266W', 'YMR272C', 'YMR274C', 'YMR281W', 'YMR292W', 'YMR296C', 'YMR297W', 'YMR298W', 'YMR304W', 'YMR305C', 'YMR306W', 'YMR316C-A', 'YNL012W', 'YNL024C-A', 'YNL029C', 'YNL044W', 'YNL046W', 'YNL048W', 'YNL049C', 'YNL058C', 'YNL080C', 'YNL087W', 'YNL095C', 'YNL111C', 'YNL115C', 'YNL125C', 'YNL127W', 'YNL130C', 'YNL145W', 'YNL146W', 'YNL149C', 'YNL156C', 'YNL158W', 'YNL159C', 'YNL181W', 'YNL188W', 'YNL194C', 'YNL219C', 'YNL231C', 'YNL242W', 'YNL257C', 'YNL258C', 'YNL263C', 'YNL264C', 'YNL270C', 'YNL280C', 'YNL287W', 'YNL291C', 'YNL294C', 'YNL304W', 'YNL305C', 'YNL323W', 'YNL326C', 'YNR008W', 'YNR016C', 'YNR019W', 'YNR021W', 'YNR026C', 'YNR030W', 'YNR039C', 'YNR048W', 'YNR056C', 'YNR062C', 'YNR065C', 'YNR075W', 'YOL003C', 'YOL009C', 'YOL013C', 'YOL020W', 'YOL030W', 'YOL031C', 'YOL044W', 'YOL060C', 'YOL065C', 'YOL073C', 'YOL084W', 'YOL088C', 'YOL092W', 'YOL101C', 'YOL110W', 'YOL147C', 'YOL162W', 'YOR002W', 'YOR003W', 'YOR008C', 'YOR016C', 'YOR032W-A', 'YOR044W', 'YOR049C', 'YOR056C', 'YOR059C', 'YOR060C', 'YOR067C', 'YOR075W', 'YOR079C', 'YOR085W', 'YOR086C', 'YOR092W', 'YOR103C', 'YOR115C', 'YOR149C', 'YOR152C', 'YOR154W', 'YOR165W', 'YOR171C', 'YOR175C', 'YOR198C', 'YOR223W', 'YOR241W', 'YOR245C', 'YOR254C', 'YOR285W', 'YOR288C', 'YOR307C', 'YOR311C', 'YOR317W', 'YOR321W', 'YOR324C', 'YOR336W', 'YOR377W', 'YPL006W', 'YPL019C', 'YPL050C', 'YPL053C', 'YPL076W', 'YPL085W', 'YPL087W', 'YPL092W', 'YPL094C', 'YPL096C-A', 'YPL137C', 'YPL154C', 'YPL175W', 'YPL186C', 'YPL189W', 'YPL191C', 'YPL200W', 'YPL207W', 'YPL210C', 'YPL218W', 'YPL221W', 'YPL227C', 'YPL244C', 'YPL264C', 'YPL274W', 'YPR003C', 'YPR027C', 'YPR028W', 'YPR037C', 'YPR063C', 'YPR071W', 'YPR075C', 'YPR088C', 'YPR091C', 'YPR109W', 'YPR113W', 'YPR114W', 'YPR138C', 'YPR139C', 'YPR149W', 'YPR165W', 'YPR173C', 'YPR181C', 'YPR183W', 'YPR192W', 'YPR198W']"
endoplasmic reticulum chaperone complex,1,['YJL034W']
endoplasmic reticulum exit site,8,"['YDL195W', 'YHR035W', 'YHR098C', 'YIL109C', 'YNL049C', 'YPL085W', 'YPL218W', 'YPR181C']"
endoplasmic reticulum lumen,16,"['YBR229C', 'YCL043C', 'YDR057W', 'YDR221W', 'YDR304C', 'YDR518W', 'YGR263C', 'YHR204W', 'YJL034W', 'YKL073W', 'YLR056W', 'YMR214W', 'YNR030W', 'YOL031C', 'YOR288C', 'YOR336W']"
endoplasmic reticulum membrane,375,"['YAL007C', 'YAL009W', 'YAL023C', 'YAL028W', 'YAL042W', 'YAL053W', 'YAL058W', 'YAR002C-A', 'YBL011W', 'YBL020W', 'YBL040C', 'YBL082C', 'YBL091C-A', 'YBR002C', 'YBR004C', 'YBR005W', 'YBR029C', 'YBR036C', 'YBR058C-A', 'YBR070C', 'YBR106W', 'YBR110W', 'YBR130C', 'YBR132C', 'YBR159W', 'YBR162W-A', 'YBR170C', 'YBR171W', 'YBR172C', 'YBR183W', 'YBR196C-A', 'YBR201W', 'YBR210W', 'YBR243C', 'YBR265W', 'YBR283C', 'YCL045C', 'YCL052C', 'YCR011C', 'YCR017C', 'YCR034W', 'YCR044C', 'YCR048W', 'YCR067C', 'YDL010W', 'YDL015C', 'YDL018C', 'YDL058W', 'YDL065C', 'YDL072C', 'YDL093W', 'YDL095W', 'YDL121C', 'YDL126C', 'YDL149W', 'YDL193W', 'YDL195W', 'YDL204W', 'YDL212W', 'YDL232W', 'YDR049W', 'YDR056C', 'YDR057W', 'YDR086C', 'YDR126W', 'YDR200C', 'YDR205W', 'YDR233C', 'YDR245W', 'YDR292C', 'YDR294C', 'YDR297W', 'YDR302W', 'YDR307W', 'YDR319C', 'YDR320C', 'YDR326C', 'YDR331W', 'YDR349C', 'YDR410C', 'YDR411C', 'YDR414C', 'YDR434W', 'YDR437W', 'YDR492W', 'YDR498C', 'YDR519W', 'YEL001C', 'YEL002C', 'YEL004W', 'YEL031W', 'YEL036C', 'YER012W', 'YER019C-A', 'YER019W', 'YER026C', 'YER039C', 'YER044C', 'YER053C-A', 'YER074W-A', 'YER083C', 'YER087C-B', 'YER094C', 'YER100W', 'YER120W', 'YER140W', 'YFL025C', 'YFL027C', 'YFL038C', 'YFL042C', 'YFL048C', 'YFR041C', 'YFR042W', 'YFR050C', 'YGL001C', 'YGL002W', 'YGL010W', 'YGL020C', 'YGL022W', 'YGL027C', 'YGL038C', 'YGL054C', 'YGL055W', 'YGL065C', 'YGL084C', 'YGL098W', 'YGL126W', 'YGL139W', 'YGL142C', 'YGL145W', 'YGL200C', 'YGL225W', 'YGL226C-A', 'YGL231C', 'YGR036C', 'YGR038W', 'YGR060W', 'YGR089W', 'YGR105W', 'YGR106C', 'YGR157W', 'YGR172C', 'YGR175C', 'YGR177C', 'YGR199W', 'YGR227W', 'YGR263C', 'YGR284C', 'YHL003C', 'YHL028W', 'YHR001W', 'YHR004C', 'YHR042W', 'YHR072W', 'YHR079C', 'YHR080C', 'YHR098C', 'YHR101C', 'YHR110W', 'YHR133C', 'YHR140W', 'YHR142W', 'YHR155W', 'YHR176W', 'YHR188C', 'YHR190W', 'YHR192W', 'YIL004C', 'YIL005W', 'YIL016W', 'YIL023C', 'YIL027C', 'YIL030C', 'YIL039W', 'YIL040W', 'YIL043C', 'YIL049W', 'YIL090W', 'YIL109C', 'YIR022W', 'YIR038C', 'YJL001W', 'YJL002C', 'YJL005W', 'YJL062W', 'YJL073W', 'YJL080C', 'YJL091C', 'YJL097W', 'YJL134W', 'YJL145W', 'YJL192C', 'YJL196C', 'YJR010C-A', 'YJR013W', 'YJR015W', 'YJR073C', 'YJR088C', 'YJR117W', 'YJR118C', 'YJR131W', 'YJR143C', 'YKL008C', 'YKL065C', 'YKL100C', 'YKL119C', 'YKL130C', 'YKL154W', 'YKL165C', 'YKL207W', 'YKL212W', 'YKR003W', 'YKR030W', 'YKR039W', 'YKR044W', 'YKR053C', 'YKR067W', 'YLL006W', 'YLL014W', 'YLL023C', 'YLL031C', 'YLL052C', 'YLL055W', 'YLR004C', 'YLR023C', 'YLR034C', 'YLR050C', 'YLR056W', 'YLR057W', 'YLR064W', 'YLR065C', 'YLR066W', 'YLR072W', 'YLR078C', 'YLR080W', 'YLR088W', 'YLR100W', 'YLR205C', 'YLR207W', 'YLR208W', 'YLR242C', 'YLR246W', 'YLR268W', 'YLR301W', 'YLR310C', 'YLR312C', 'YLR350W', 'YLR372W', 'YLR378C', 'YLR404W', 'YLR440C', 'YLR450W', 'YLR459W', 'YML012W', 'YML013W', 'YML019W', 'YML029W', 'YML048W', 'YML055W', 'YML059C', 'YML067C', 'YML072C', 'YML075C', 'YML115C', 'YML125C', 'YML130C', 'YMR013C', 'YMR022W', 'YMR040W', 'YMR065W', 'YMR122W-A', 'YMR123W', 'YMR134W', 'YMR149W', 'YMR161W', 'YMR165C', 'YMR197C', 'YMR200W', 'YMR202W', 'YMR264W', 'YMR272C', 'YMR274C', 'YMR281W', 'YMR296C', 'YMR298W', 'YNL012W', 'YNL024C-A', 'YNL046W', 'YNL048W', 'YNL049C', 'YNL080C', 'YNL087W', 'YNL098C', 'YNL111C', 'YNL125C', 'YNL130C', 'YNL146W', 'YNL149C', 'YNL156C', 'YNL158W', 'YNL181W', 'YNL219C', 'YNL231C', 'YNL242W', 'YNL257C', 'YNL258C', 'YNL263C', 'YNL304W', 'YNL305C', 'YNL321W', 'YNR008W', 'YNR016C', 'YNR019W', 'YNR021W', 'YNR026C', 'YNR030W', 'YNR039C', 'YOL003C', 'YOL009C', 'YOL013C', 'YOL044W', 'YOL065C', 'YOL081W', 'YOL101C', 'YOL110W', 'YOR002W', 'YOR016C', 'YOR044W', 'YOR067C', 'YOR075W', 'YOR085W', 'YOR086C', 'YOR092W', 'YOR103C', 'YOR149C', 'YOR152C', 'YOR154W', 'YOR157C', 'YOR165W', 'YOR171C', 'YOR175C', 'YOR223W', 'YOR245C', 'YOR254C', 'YOR311C', 'YOR321W', 'YOR324C', 'YOR377W', 'YPL050C', 'YPL085W', 'YPL087W', 'YPL094C', 'YPL096C-A', 'YPL175W', 'YPL186C', 'YPL189W', 'YPL200W', 'YPL210C', 'YPL218W', 'YPL221W', 'YPL227C', 'YPL244C', 'YPR003C', 'YPR028W', 'YPR037C', 'YPR063C', 'YPR071W', 'YPR091C', 'YPR103W', 'YPR113W', 'YPR114W', 'YPR139C', 'YPR181C', 'YPR183W', 'YPR192W']"
endoplasmic reticulum palmitoyltransferase complex,2,"['YLR246W', 'YOL110W']"
endoplasmic reticulum quality control compartment,1,['YHR204W']
endoplasmic reticulum tubular network,6,"['YDL204W', 'YDR233C', 'YGR004W', 'YHR192W', 'YLR324W', 'YPR028W']"
endoplasmic reticulum-Golgi intermediate compartment,18,"['YAL007C', 'YAR002C-A', 'YDL018C', 'YDR200C', 'YFL017C', 'YFL048C', 'YGL002W', 'YGL200C', 'YHR110W', 'YKR044W', 'YLR080W', 'YLR250W', 'YLR268W', 'YML012W', 'YML038C', 'YNL263C', 'YNL287W', 'YOR016C']"
endoplasmic reticulum-Golgi intermediate compartment membrane,1,['YGR105W']
endosome,147,"['YAL014C', 'YAL030W', 'YBL007C', 'YBR097W', 'YBR131W', 'YBR246W', 'YBR264C', 'YBR302C', 'YCL008C', 'YCL073C', 'YCR068W', 'YCR075C', 'YCR094W', 'YDL113C', 'YDL161W', 'YDL226C', 'YDL248W', 'YDR027C', 'YDR069C', 'YDR080W', 'YDR107C', 'YDR141C', 'YDR153C', 'YDR202C', 'YDR264C', 'YDR313C', 'YDR425W', 'YDR456W', 'YDR468C', 'YDR484W', 'YDR486C', 'YDR495C', 'YDR524C', 'YEL063C', 'YEL065W', 'YER031C', 'YER128W', 'YER166W', 'YFL005W', 'YFL014W', 'YFL034W', 'YFL062W', 'YFR019W', 'YFR021W', 'YGL079W', 'YGL124C', 'YGL210W', 'YGL263W', 'YGR142W', 'YGR170W', 'YGR198W', 'YGR206W', 'YGR223C', 'YGR295C', 'YHL002W', 'YHL019C', 'YHL040C', 'YHL047C', 'YHR005C', 'YHR009C', 'YHR012W', 'YHR105W', 'YIL048W', 'YIL076W', 'YIL173W', 'YIR006C', 'YJL029C', 'YJL036W', 'YJL044C', 'YJL053W', 'YJL100W', 'YJL151C', 'YJL154C', 'YJL204C', 'YJR040W', 'YJR044C', 'YJR102C', 'YJR125C', 'YJR161C', 'YKL002W', 'YKL039W', 'YKL041W', 'YKL061W', 'YKL124W', 'YKL196C', 'YKL213C', 'YKL219W', 'YKR014C', 'YKR020W', 'YKR031C', 'YKR035W-A', 'YKR039W', 'YKR078W', 'YKR106W', 'YLL040C', 'YLR025W', 'YLR073C', 'YLR083C', 'YLR119W', 'YLR148W', 'YLR170C', 'YLR181C', 'YLR206W', 'YLR240W', 'YLR360W', 'YLR380W', 'YLR408C', 'YLR417W', 'YML001W', 'YML132W', 'YMR004W', 'YMR010W', 'YMR054W', 'YMR077C', 'YMR110C', 'YMR171C', 'YMR231W', 'YNL084C', 'YNL086W', 'YNL264C', 'YNL265C', 'YNL287W', 'YNL297C', 'YNL336W', 'YNR006W', 'YNR075W', 'YOL018C', 'YOL158C', 'YOR036W', 'YOR069W', 'YOR089C', 'YOR132W', 'YOR171C', 'YOR327C', 'YOR357C', 'YPL002C', 'YPL045W', 'YPL065W', 'YPL084W', 'YPL100W', 'YPL120W', 'YPL170W', 'YPL183C', 'YPR079W', 'YPR109W', 'YPR165W', 'YPR173C']"
endosome membrane,67,"['YAL014C', 'YBL007C', 'YBR097W', 'YCR075C', 'YDL113C', 'YDR027C', 'YDR153C', 'YDR313C', 'YDR425W', 'YDR456W', 'YDR484W', 'YDR486C', 'YEL063C', 'YEL065W', 'YER125W', 'YER166W', 'YFR019W', 'YFR021W', 'YGR170W', 'YGR223C', 'YHL002W', 'YHL040C', 'YHL047C', 'YHR005C', 'YHR105W', 'YIL048W', 'YIL173W', 'YIR006C', 'YJL029C', 'YJL036W', 'YJR040W', 'YJR044C', 'YJR066W', 'YJR102C', 'YKL002W', 'YKL041W', 'YKL124W', 'YKL213C', 'YKR020W', 'YKR035W-A', 'YLR025W', 'YLR083C', 'YLR181C', 'YLR240W', 'YLR360W', 'YLR386W', 'YLR417W', 'YMR010W', 'YMR054W', 'YMR077C', 'YMR110C', 'YMR171C', 'YNL006W', 'YNL084C', 'YNR006W', 'YOL018C', 'YOL158C', 'YOR069W', 'YOR089C', 'YPL002C', 'YPL084W', 'YPL120W', 'YPL195W', 'YPR079W', 'YPR109W', 'YPR165W', 'YPR173C']"
epsilon DNA polymerase complex,4,"['YBR278W', 'YDR121W', 'YNL262W', 'YPR175W']"
equatorial microtubule organizing center,2,"['YHR172W', 'YNL126W']"
eukaryotic 43S preinitiation complex,10,"['YBR079C', 'YDR429C', 'YER025W', 'YLR192C', 'YMR146C', 'YMR260C', 'YMR309C', 'YNL244C', 'YOR361C', 'YPL237W']"
eukaryotic 48S preinitiation complex,11,"['YAL035W', 'YBR079C', 'YDR429C', 'YER025W', 'YJR007W', 'YLR192C', 'YMR146C', 'YMR260C', 'YMR309C', 'YOR361C', 'YPR041W']"
eukaryotic translation elongation factor 1 complex,1,['YAL003W']
eukaryotic translation initiation factor 2 complex,3,"['YER025W', 'YJR007W', 'YPL237W']"
eukaryotic translation initiation factor 2B complex,6,"['YDR211W', 'YGR083C', 'YJR007W', 'YKR026C', 'YLR291C', 'YOR260W']"
eukaryotic translation initiation factor 3 complex,7,"['YBR079C', 'YDR091C', 'YDR429C', 'YLR192C', 'YMR146C', 'YMR309C', 'YOR361C']"
"eukaryotic translation initiation factor 3 complex, eIF3e",1,['YBR079C']
"eukaryotic translation initiation factor 3 complex, eIF3m",2,"['YBR079C', 'YMR146C']"
eukaryotic translation initiation factor 4F complex,5,"['YGL049C', 'YGR162W', 'YJL138C', 'YKR059W', 'YOL139C']"
exocyst,9,"['YBR102C', 'YDR166C', 'YER008C', 'YGL233W', 'YIL068C', 'YJL085W', 'YJL204C', 'YLR166C', 'YPR055W']"
exomer complex,5,"['YJL099W', 'YKR027W', 'YLR330W', 'YMR237W', 'YOR299W']"
exon-exon junction complex,1,['YHR077C']
exosome (RNase complex),14,"['YCR035C', 'YDL111C', 'YDR280W', 'YDR293C', 'YGR095C', 'YGR158C', 'YGR195W', 'YHR069C', 'YHR081W', 'YMR287C', 'YNL232W', 'YOL021C', 'YOL142W', 'YOR001W']"
extracellular matrix,1,['YJL132W']
extracellular region,111,"['YAL005C', 'YAL063C', 'YAR050W', 'YAR071W', 'YBL008W-A', 'YBR056W', 'YBR067C', 'YBR078W', 'YBR093C', 'YBR162C', 'YBR200W-A', 'YBR301W', 'YCL058C', 'YCR089W', 'YDL049C', 'YDR032C', 'YDR055W', 'YDR077W', 'YDR144C', 'YDR261C', 'YDR371W', 'YDR420W', 'YDR461W', 'YDR534C', 'YEL040W', 'YER011W', 'YER065C', 'YER150W', 'YFR020W', 'YGL028C', 'YGL089C', 'YGR014W', 'YGR037C', 'YGR189C', 'YGR279C', 'YGR282C', 'YHL037C', 'YHR057C', 'YHR143W', 'YHR211W', 'YIL011W', 'YIL015W', 'YIL123W', 'YIL162W', 'YIL169C', 'YIR019C', 'YIR039C', 'YJL078C', 'YJL079C', 'YJL158C', 'YJL159W', 'YJL160C', 'YJL174W', 'YJR004C', 'YJR150C', 'YJR151C', 'YJR153W', 'YKL096W', 'YKL096W-A', 'YKL157W', 'YKL163W', 'YKL164C', 'YKR013W', 'YKR042W', 'YKR102W', 'YLL024C', 'YLR037C', 'YLR040C', 'YLR042C', 'YLR110C', 'YLR120C', 'YLR121C', 'YLR155C', 'YLR157C', 'YLR158C', 'YLR160C', 'YLR286C', 'YLR300W', 'YLR390W-A', 'YMR006C', 'YMR008C', 'YMR215W', 'YMR305C', 'YMR307W', 'YNL012W', 'YNL066W', 'YNL145W', 'YNL160W', 'YNL190W', 'YNL300W', 'YNL322C', 'YNL327W', 'YNR044W', 'YNR067C', 'YOL011W', 'YOL030W', 'YOL154W', 'YOL155C', 'YOL159C', 'YOR009W', 'YOR010C', 'YOR190W', 'YOR214C', 'YOR247W', 'YOR382W', 'YOR383C', 'YOR389W', 'YPL123C', 'YPL130W', 'YPL187W', 'YPR121W']"
extracellular space,9,"['YCR045C', 'YEL060C', 'YHR132C', 'YJL078C', 'YJL079C', 'YJL132W', 'YKR013W', 'YLR001C', 'YOR003W']"
extrinsic component of cytoplasmic side of plasma membrane,5,"['YER125W', 'YJR066W', 'YKL203C', 'YNL006W', 'YPL180W']"
extrinsic component of endoplasmic reticulum membrane,4,"['YGL047W', 'YGR270W', 'YHR060W', 'YOL110W']"
extrinsic component of fungal-type vacuolar membrane,7,"['YBL104C', 'YDR128W', 'YEL062W', 'YGL100W', 'YHL023C', 'YJR138W', 'YOL138C']"
extrinsic component of intraperoxisomal membrane,2,"['YGR077C', 'YMR204C']"
extrinsic component of matrix side of mitochondrial inner membrane,1,['YER058W']
extrinsic component of membrane,41,"['YBL050W', 'YBL078C', 'YBR105C', 'YBR128C', 'YBR172C', 'YCR032W', 'YDL113C', 'YDR372C', 'YEL022W', 'YFL034W', 'YFR021W', 'YGL095C', 'YGR066C', 'YGR120C', 'YGR223C', 'YHR168W', 'YJL036W', 'YJL066C', 'YJR031C', 'YJR033C', 'YKL216W', 'YKR003W', 'YLL040C', 'YLR389C', 'YLR431C', 'YML129C', 'YMR028W', 'YMR067C', 'YMR165C', 'YNL242W', 'YNL297C', 'YNL325C', 'YOL082W', 'YOL096C', 'YPL005W', 'YPL100W', 'YPL105C', 'YPL120W', 'YPL145C', 'YPR049C', 'YPR185W']"
extrinsic component of mitochondrial inner membrane,28,"['YBR244W', 'YDL069C', 'YDL107W', 'YDR185C', 'YDR197W', 'YDR204W', 'YER048W-A', 'YER078C', 'YFL016C', 'YGL107C', 'YGL119W', 'YGR046W', 'YGR222W', 'YGR255C', 'YJL209W', 'YKL137W', 'YKR042W', 'YLR067C', 'YLR168C', 'YLR193C', 'YLR203C', 'YML110C', 'YMR293C', 'YNR020C', 'YOL096C', 'YOR037W', 'YOR125C', 'YOR211C']"
extrinsic component of mitochondrial outer membrane,4,"['YBR244W', 'YDR219C', 'YIL062C', 'YKL026C']"
extrinsic component of nuclear outer membrane,1,['YPL192C']
extrinsic component of plasma membrane,7,"['YCR027C', 'YFR029W', 'YGR009C', 'YJL156C', 'YML016C', 'YOL109W', 'YOR122C']"
extrinsic component of vacuolar membrane,3,"['YLR148W', 'YLR386W', 'YPL180W']"
fatty acid synthase complex,3,"['YDL110C', 'YKL182W', 'YPL231W']"
filamentous actin,2,"['YAL029C', 'YOR326W']"
formate dehydrogenase complex,1,['YOR388C']
