phenotype,count,Systematic Name
protein/peptide accumulation: increased,611,"['YMR179W', 'YCR063W', 'YDR022C', 'YGL145W', 'YPR161C', 'YOR187W', 'YGR101W', 'YBR026C', 'YCR009C', 'YDL142C', 'YKL145W', 'YML013W', 'YML008C', 'YCL061C', 'YIL109C', 'YGR135W', 'YDR443C', 'YJR053W', 'YER136W', 'YOL111C', 'YGL249W', 'YPR176C', 'YGL240W', 'YOL026C', 'YJL036W', 'YDR502C', 'YDR498C', 'YBR135W', 'YLR065C', 'YLR421C', 'YGR167W', 'YER089C', 'YDR334W', 'YGL212W', 'YBR155W', 'YBR261C', 'YER100W', 'YGR071C', 'YBR133C', 'YPL250C', 'YER061C', 'YBL008W', 'YMR207C', 'YDR080W', 'YNL068C', 'YHR171W', 'YPL100W', 'YNL223W', 'YOR042W', 'YKL108W', 'YJL200C', 'YLR025W', 'YLR208W', 'YDR075W', 'YPR066W', 'YMR190C', 'YBL021C', 'YPR041W', 'YGL173C', 'YCR077C', 'YDR207C', 'YLR235C', 'YPL215W', 'YBL003C', 'YDR255C', 'YNR001C', 'YMR224C', 'YFL018C', 'YPR065W', 'YNL307C', 'YOR153W', 'YNL272C', 'YDR054C', 'YJR093C', 'YJL047C', 'YIL046W', 'YPL239W', 'YDR182W', 'YOL013C', 'YJL128C', 'YLR368W', 'YDR092W', 'YHL005C', 'YDL100C', 'YJL104W', 'YNR030W', 'YDR231C', 'YMR054W', 'YFL001W', 'YLR396C', 'YER016W', 'YDL058W', 'YGL190C', 'YBL097W', 'YJR113C', 'YPL120W', 'YDR293C', 'YDR425W', 'YOL089C', 'YDR378C', 'YDL047W', 'YGR285C', 'YMR302C', 'YJR057W', 'YPL024W', 'YCR065W', 'YLR403W', 'YNL147W', 'YIL068C', 'YMR135C', 'YPR023C', 'YDR123C', 'YDR457W', 'YER169W', 'YDR363W', 'YPR108W', 'YLR361C', 'YBL017C', 'YBL080C', 'YGL141W', 'YFL008W', 'YGR184C', 'YLR024C', 'YHR098C', 'YBR080C', 'YDL097C', 'YKL119C', 'YIL153W', 'YER012W', 'YDR329C', 'YPR179C', 'YGR009C', 'YBR158W', 'YJL143W', 'YGL261C', 'YPL014W', 'YBR171W', 'YLR404W', 'YKL053C-A', 'YER155C', 'YKL073W', 'YEL042W', 'YJL046W', 'YPL020C', 'YJR066W', 'YBL032W', 'YER125W', 'YLR191W', 'YBL078C', 'YER084W', 'YNL059C', 'YMR067C', 'YMR126C', 'YBR131W', 'YNL294C', 'YJL101C', 'YMR203W', 'YGL167C', 'YBR231C', 'YGL216W', 'YNL084C', 'YER083C', 'YDR178W', 'YGR157W', 'YPR055W', 'YGR280C', 'YNL267W', 'YDL013W', 'YML001W', 'YER149C', 'YNL037C', 'YDR066C', 'YHR181W', 'YDR052C', 'YMR151W', 'YOR197W', 'YKL045W', 'YLR412W', 'YER068W', 'YLR447C', 'YGR140W', 'YDL081C', 'YOL105C', 'YNL169C', 'YJR137C', 'YDR458C', 'YGL237C', 'YHR083W', 'YLR215C', 'YBR060C', 'YIL150C', 'YGL020C', 'YLR286C', 'YBL035C', 'YHR204W', 'YJL126W', 'YEL059W', 'YGL227W', 'YGR082W', 'YMR189W', 'YNL287W', 'YBL104C', 'YDR290W', 'YOR270C', 'YDR485C', 'YPR070W', 'YCL039W', 'YIL097W', 'YLR373C', 'YFR004W', 'YOR080W', 'YJR007W', 'YDR148C', 'YBR217W', 'YPR167C', 'YNR007C', 'YGL080W', 'YCR028C-A', 'YEL008W', 'YOR038C', 'YMR159C', 'YGL180W', 'YHR124W', 'YJL210W', 'YBR073W', 'YHL010C', 'YML065W', 'YIL017C', 'YCL016C', 'YGR077C', 'YJR131W', 'YNL219C', 'YPL254W', 'YNR026C', 'YDL042C', 'YIL090W', 'YDR530C', 'YJR065C', 'YEL019C', 'YKL085W', 'YER042W', 'YLR378C', 'YOR246C', 'YDR486C', 'YGL135W', 'YLR268W', 'YMR022W', 'YDR330W', 'YBR146W', 'YOR262W', 'YOR008C', 'YEL017W', 'YBR173C', 'YEL009C', 'YER095W', 'YCL044C', 'YPR181C', 'YEL012W', 'YIL144W', 'YER167W', 'YLR166C', 'YDR128W', 'YGR155W', 'YLR239C', 'YDR170C', 'YBR215W', 'YHR154W', 'YOR106W', 'YOR179C', 'YHR031C', 'YGR092W', 'YDR049W', 'YGL058W', 'YOR259C', 'YLR207W', 'YGL133W', 'YDR028C', 'YFL034C-B', 'YNL155W', 'YLL041C', 'YJL124C', 'YML029W', 'YPL085W', 'YKL101W', 'YGR048W', 'YOR370C', 'YLL006W', 'YDL162C', 'YDR216W', 'YKL148C', 'YLR114C', 'YPL069C', 'YDR159W', 'YOR364W', 'YCL014W', 'YDR076W', 'YLR320W', 'YPL262W', 'YPL202C', 'YDL192W', 'YEL044W', 'YLR360W', 'YBR105C', 'YDR385W', 'YDR516C', 'YFL036W', 'YFR044C', 'YJL115W', 'YMR137C', 'YEL013W', 'YMR120C', 'YNL077W', 'YMR154C', 'YNL227C', 'YLR347C', 'YCL005W', 'YHR164C', 'YHR134W', 'YPL177C', 'YOR136W', 'YBR279W', 'YDL077C', 'YDR477W', 'YOL054W', 'YGR002C', 'YJL092W', 'YOR119C', 'YDR082W', 'YOR164C', 'YJL002C', 'YGL153W', 'YAL026C', 'YGR250C', 'YGL244W', 'YDR315C', 'YDL041W', 'YDR230W', 'YGL233W', 'YGL073W', 'YIR011C', 'YDR411C', 'YEL037C', 'YPL197C', 'YML127W', 'YHR117W', 'YCL063W', 'YKL010C', 'YEL034W', 'YOL060C', 'YDR251W', 'YDL064W', 'YPL166W', 'YBR028C', 'YMR106C', 'YDL020C', 'YML032C', 'YBR218C', 'YPL236C', 'YCR086W', 'YKL139W', 'YPR116W', 'YMR276W', 'YPL009C', 'YPL234C', 'YDR108W', 'YDR276C', 'YLL021W', 'YER017C', 'YNL315C', 'YOL081W', 'YMR026C', 'YDR430C', 'YHR115C', 'YGR020C', 'YML009C-A', 'YPL212C', 'YJL016W', 'YMR079W', 'YMR273C', 'YPL106C', 'YGR244C', 'YBR128C', 'YGL062W', 'YMR264W', 'YLR242C', 'YPR185W', 'YPR173C', 'YLL042C', 'YNL064C', 'YEL051W', 'YIL030C', 'YBL050W', 'YDL007W', 'YNL118C', 'YMR035W', 'YDR006C', 'YLR200W', 'YNR040W', 'YOR254C', 'YPL154C', 'YJR043C', 'YCL038C', 'YHR103W', 'YLL002W', 'YJL003W', 'YER080W', 'YGR262C', 'YDL132W', 'YIL031W', 'YDR393W', 'YJR140C', 'YLR032W', 'YDL160C', 'YPR131C', 'YLR340W', 'YDR086C', 'YCR068W', 'YDR257C', 'YOR018W', 'YOR322C', 'YAL046C', 'YOR204W', 'YER058W', 'YCR067C', 'YLR330W', 'YNL312W', 'YGL048C', 'YOL091W', 'YDR333C', 'YNL116W', 'YPL218W', 'YDL242W', 'YDL149W', 'YDR189W', 'YLR007W', 'YDL008W', 'YOR216C', 'YLR283W', 'YEL060C', 'YIL122W', 'YPR103W', 'YKL126W', 'YMR150C', 'YBL024W', 'YKL080W', 'YNL243W', 'YGL003C', 'YIL125W', 'YPR122W', 'YGL163C', 'YPL045W', 'YIL119C', 'YPL042C', 'YPR052C', 'YER111C', 'YLR078C', 'YBL033C', 'YGR105W', 'YJR006W', 'YLR423C', 'YDR510W', 'YNL242W', 'YMR307W', 'YPR164W', 'YBR213W', 'YER120W', 'YER162C', 'YOR332W', 'YLR022C', 'YIR022W', 'YDR166C', 'YPL046C', 'YLR176C', 'YGR008C', 'YHR026W', 'YBR091C', 'YOR232W', 'YNL262W', 'YHR193C', 'YGL122C', 'YOR142W', 'YGR251W', 'YER116C', 'YOR195W', 'YPL096W', 'YDR281C', 'YIL149C', 'YNL201C', 'YER030W', 'YOR057W', 'YDL065C', 'YDR237W', 'YAL056W', 'YDR164C', 'YML069W', 'YOR124C', 'YKL022C', 'YNL021W', 'YPR106W', 'YDR089W', 'YKL212W', 'YBR170C', 'YFL005W', 'YCL043C', 'YJR073C', 'YJR136C', 'YCR047C', 'YHL027W', 'YGR180C', 'YJL204C', 'YNL123W', 'YLR115W', 'YDR143C', 'YDR057W', 'YJR045C', 'YLL024C', 'YBR035C', 'YOR083W', 'YNL206C', 'YDR015C', 'YER119C-A', 'YFL009W', 'YCR081W', 'YDR310C', 'YLR398C', 'YKL149C', 'YER164W', 'YGL130W', 'YHR075C', 'YLR256W', 'YDR226W', 'YNL220W', 'YBL046W', 'YDL066W', 'YDL102W', 'YJL103C', 'YHR060W', 'YDL195W', 'YDR265W', 'YPL149W', 'YKL195W', 'YFL021W', 'YFL038C', 'YDL088C', 'YGL071W', 'YFR050C', 'YPR101W', 'YOR144C', 'YER050C', 'YOR141C', 'YNR017W', 'YER091C', 'YHR005C-A', 'YML098W', 'YDR390C', 'YNL102W', 'YBL057C', 'YMR115W', 'YDL126C', 'YGR162W', 'YDR014W', 'YBR194W', 'YKL048C', 'YDL034W', 'YPL204W', 'YIR025W', 'YBR082C', 'YKL210W', 'YNR010W', 'YGR225W', 'YOL006C', 'YOL138C', 'YMR247C', 'YDR328C', 'YPR036W', 'YPR049C', 'YFR021W', 'YIR008C', 'YDR322W', 'YDR311W', 'YKL184W', 'YJR138W', 'YBR058C', 'YOR275C', 'YDR051C', 'YOL108C', 'YER129W', 'YLL050C', 'YLR090W', 'YOR371C', 'YJL194W', 'YJR090C', 'YNL241C', 'YKL113C', 'YER008C', 'YMR239C', 'YML041C', 'YLR304C', 'YMR206W', 'YOR304W', 'YOR221C', 'YPR024W', 'YBL058W', 'YOR123C', 'YMR100W', 'YEL027W', 'YNL098C', 'YHR039C-A', 'YLR079W', 'YNL025C', 'YEL031W']"
protein/peptide accumulation: normal,8,"['YPR088C', 'YML105C', 'YPL243W', 'YIR026C', 'YDR310C', 'YKL122C', 'YDL092W', 'YPL210C']"
protein/peptide distribution: abnormal,745,"['YOR272W', 'YDR264C', 'YGL097W', 'YML048W', 'YGR006W', 'YDR085C', 'YJL148W', 'YOR068C', 'YBR026C', 'YCR009C', 'YJL154C', 'YKL193C', 'YHR088W', 'YML013W', 'YML008C', 'YML007W', 'YPL012W', 'YGR028W', 'YIL109C', 'YNL197C', 'YGL029W', 'YDL243C', 'YGR057C', 'YLR193C', 'YFL007W', 'YGL249W', 'YIL140W', 'YEL031W', 'YKR024C', 'YBR002C', 'YDR498C', 'YDR115W', 'YPR051W', 'YHR205W', 'YHR023W', 'YMR185W', 'YHR036W', 'YGR167W', 'YCR020C-A', 'YIR006C', 'YLR341W', 'YHR206W', 'YOR163W', 'YJL080C', 'YEL015W', 'YHR030C', 'YJL030W', 'YGL045W', 'YPL065W', 'YNL271C', 'YPR158W', 'YJR125C', 'YFL041W', 'YGL038C', 'YLR442C', 'YOR318C', 'YOL004W', 'YOR184W', 'YDR523C', 'YLR211C', 'YJR086W', 'YML121W', 'YGR086C', 'YPL161C', 'YDR080W', 'YGL223C', 'YHR171W', 'YLR254C', 'YNL223W', 'YPL100W', 'YDR024W', 'YHR186C', 'YDR078C', 'YPL101W', 'YJL175W', 'YAR002W', 'YLR025W', 'YFL027C', 'YHR156C', 'YLR208W', 'YMR173W-A', 'YKR020W', 'YLR344W', 'YGR159C', 'YMR296C', 'YOR027W', 'YMR190C', 'YMR170C', 'YPL259C', 'YMR187C', 'YHR157W', 'YCR077C', 'YHR005C', 'YDR207C', 'YOR035C', 'YPR067W', 'YJR161C', 'YJL062W', 'YMR224C', 'YDL099W', 'YGL054C', 'YDR432W', 'YER065C', 'YNL326C', 'YDR137W', 'YDL154W', 'YCL011C', 'YHR067W', 'YAL044C', 'YNL307C', 'YLR337C', 'YPL269W', 'YGR233C', 'YBR071W', 'YER040W', 'YDR372C', 'YGL200C', 'YOR067C', 'YOR048C', 'YOL013C', 'YGR088W', 'YLR305C', 'YBR223C', 'YDR320C', 'YMR054W', 'YKL135C', 'YLR396C', 'YJR102C', 'YGR163W', 'YLR188W', 'YER016W', 'YER151C', 'YNL057W', 'YDL118W', 'YHL023C', 'YGL190C', 'YNL079C', 'YOR244W', 'YPL227C', 'YBL088C', 'YMR078C', 'YGR142W', 'YDR484W', 'YPL120W', 'YOR357C', 'YML056C', 'YOR001W', 'YDR293C', 'YLR069C', 'YDR378C', 'YKL041W', 'YHR108W', 'YMR218C', 'YOR258W', 'YBR164C', 'YGL206C', 'YIL068C', 'YGR070W', 'YNL080C', 'YMR061W', 'YGR099W', 'YMR032W', 'YDR457W', 'YJR075W', 'YDR180W', 'YJL145W', 'YOR255W', 'YOR373W', 'YIL034C', 'YPR120C', 'YMR148W', 'YHR098C', 'YLR026C', 'YGL090W', 'YDR325W', 'YIL159W', 'YOR316C', 'YGL013C', 'YNL006W', 'YDR329C', 'YLL038C', 'YLR120C', 'YBR036C', 'YMR058W', 'YDR507C', 'YBL016W', 'YCR088W', 'YGR072W', 'YNR018W', 'YPR085C', 'YPL031C', 'YLR404W', 'YOR036W', 'YDR072C', 'YER155C', 'YBR078W', 'YJL046W', 'YCL027W', 'YJR143C', 'YBL032W', 'YPL091W', 'YER125W', 'YCL001W-A', 'YLR386W', 'YNL059C', 'YLR039C', 'YBR131W', 'YMR086W', 'YNL294C', 'YGL076C', 'YDL139C', 'YDR194C', 'YBR107C', 'YNL183C', 'YBR207W', 'YKL090W', 'YJR084W', 'YFR046C', 'YLR417W', 'YNL084C', 'YMR232W', 'YAL002W', 'YER133W', 'YLR087C', 'YKR095W', 'YCR089W', 'YGR157W', 'YLR399C', 'YPR055W', 'YLR229C', 'YPL073C', 'YLR357W', 'YPL008W', 'YKR010C', 'YNL267W', 'YDL013W', 'YGR218W', 'YJL053W', 'YML001W', 'YER149C', 'YMR077C', 'YKL089W', 'YPL240C', 'YDR027C', 'YDR175C', 'YLR447C', 'YGR140W', 'YKR054C', 'YPR093C', 'YIR026C', 'YJL059W', 'YJR089W', 'YHL031C', 'YDR297W', 'YDR373W', 'YNL297C', 'YOR290C', 'YEL059W', 'YMR063W', 'YHR082C', 'YLR394W', 'YDR150W', 'YGL016W', 'YMR161W', 'YGL124C', 'YMR189W', 'YOR270C', 'YDL188C', 'YJR105W', 'YOL072W', 'YPL026C', 'YLR437C', 'YOR080W', 'YER031C', 'YBR217W', 'YNR007C', 'YER114C', 'YGL148W', 'YMR159C', 'YOL123W', 'YGL180W', 'YBR073W', 'YEL056W', 'YBR288C', 'YHR045W', 'YDR410C', 'YGL194C', 'YML065W', 'YLR015W', 'YOL034W', 'YCR084C', 'YNR026C', 'YDL042C', 'YDL156W', 'YIL090W', 'YEL019C', 'YJL045W', 'YNL097C', 'YNL161W', 'YNL031C', 'YLR378C', 'YDR388W', 'YLR268W', 'YDR374W-A', 'YLR131C', 'YLL027W', 'YDL231C', 'YLR028C', 'YOR073W', 'YGR007W', 'YOR008C', 'YDR403W', 'YHR084W', 'YPR181C', 'YPR095C', 'YMR131C', 'YOR026W', 'YGL247W', 'YLR166C', 'YNL323W', 'YFL023W', 'YKL169C', 'YMR269W', 'YKL205W', 'YOR106W', 'YMR312W', 'YGR227W', 'YCR034W', 'YOR353C', 'YIR004W', 'YHR031C', 'YMR116C', 'YDR049W', 'YLR338W', 'YEL048C', 'YDR495C', 'YPR119W', 'YEL053C', 'YDR113C', 'YLR207W', 'YPR135W', 'YDR028C', 'YFL034C-B', 'YBR283C', 'YPL203W', 'YGR078C', 'YDR096W', 'YDR141C', 'YJL124C', 'YML027W', 'YIL129C', 'YAR019C', 'YKL101W', 'YEL036C', 'YML097C', 'YKL049C', 'YGR048W', 'YOR370C', 'YLR074C', 'YLR312W-A', 'YIL126W', 'YOR069W', 'YKR048C', 'YKL117W', 'YPL080C', 'YLR372W', 'YDR173C', 'YCL014W', 'YDR171W', 'YJL073W', 'YIL105C', 'YBR189W', 'YBR097W', 'YLR080W', 'YDR377W', 'YLR360W', 'YNL067W', 'YLR240W', 'YOR109W', 'YLR021W', 'YCR005C', 'YBR105C', 'YDL186W', 'YGR136W', 'YJL115W', 'YEL013W', 'YNL077W', 'YBR230C', 'YLR312C', 'YDR110W', 'YHR152W', 'YGL044C', 'YNL227C', 'YPL129W', 'YGL213C', 'YPL253C', 'YOR306C', 'YDL220C', 'YCL005W', 'YPL050C', 'YDL074C', 'YOL054W', 'YPL057C', 'YPL199C', 'YPL051W', 'YDR079W', 'YJL092W', 'YLR397C', 'YCR044C', 'YJL004C', 'YOR119C', 'YPL084W', 'YDL101C', 'YKL007W', 'YBR109C', 'YGL015C', 'YBR258C', 'YOL082W', 'YAL026C', 'YKR064W', 'YDR229W', 'YNR006W', 'YHR077C', 'YDR230W', 'YGL233W', 'YDR241W', 'YER005W', 'YIR011C', 'YDR157W', 'YMR142C', 'YKL109W', 'YDR259C', 'YOR002W', 'YKL082C', 'YEL034W', 'YEL030W', 'YDR208W', 'YBR160W', 'YDR130C', 'YML028W', 'YMR106C', 'YDL020C', 'YOL058W', 'YPL236C', 'YGR188C', 'YOR359W', 'YGL121C', 'YNL053W', 'YDR245W', 'YJL068C', 'YPL234C', 'YBL007C', 'YDL113C', 'YJL176C', 'YDR108W', 'YGL012W', 'YKL130C', 'YJL183W', 'YLL021W', 'YGR036C', 'YBR136W', 'YDL226C', 'YHR012W', 'YBR009C', 'YHR199C-A', 'YDR323C', 'YLR329W', 'YDL022W', 'YMR001C', 'YJL139C', 'YML085C', 'YIL040W', 'YGR020C', 'YDR433W', 'YBR102C', 'YAL001C', 'YMR242C', 'YPL033C', 'YDR353W', 'YMR079W', 'YMR273C', 'YPL106C', 'YOL001W', 'YAL020C', 'YJL094C', 'YNL280C', 'YBR128C', 'YCL001W', 'YNL117W', 'YLR242C', 'YEL052W', 'YLR181C', 'YML064C', 'YLL042C', 'YDR270W', 'YNL064C', 'YEL051W', 'YAL042W', 'YNL153C', 'YNL246W', 'YPL247C', 'YBL050W', 'YDL225W', 'YDR517W', 'YIL124W', 'YOR254C', 'YPL145C', 'YDR448W', 'YBR111W-A', 'YOR115C', 'YDR104C', 'YGR208W', 'YGR262C', 'YHR102W', 'YKR082W', 'YKL054C', 'YGR098C', 'YJL063C', 'YOR018W', 'YOR322C', 'YAL046C', 'YMR231W', 'YLR330W', 'YDR336W', 'YDL134C', 'YOR326W', 'YDL075W', 'YGL251C', 'YNR019W', 'YPL218W', 'YDR254W', 'YAL066W', 'YFR019W', 'YDL149W', 'YPL049C', 'YJL038C', 'YLR061W', 'YNL133C', 'YHR137W', 'YBR183W', 'YGL094C', 'YGR029W', 'YIL106W', 'YOL092W', 'YPR114W', 'YEL062W', 'YBR266C', 'YPL018W', 'YLR299W', 'YOR181W', 'YNL325C', 'YKL080W', 'YNL243W', 'YNL293W', 'YBL047C', 'YNR022C', 'YJL085W', 'YGR040W', 'YCR045C', 'YPL045W', 'YHL022C', 'YLR319C', 'YJL091C', 'YKL172W', 'YGR063C', 'YPL255W', 'YIL038C', 'YKR001C', 'YML104C', 'YMR307W', 'YOL126C', 'YPL115C', 'YER120W', 'YOR207C', 'YGR166W', 'YGL100W', 'YBR267W', 'YER026C', 'YFL037W', 'YJR132W', 'YDL015C', 'YLR294C', 'YOR294W', 'YOR332W', 'YPR194C', 'YKR007W', 'YDR166C', 'YOR154W', 'YPR149W', 'YHR026W', 'YJL019W', 'YJR059W', 'YMR274C', 'YDR335W', 'YPL086C', 'YER116C', 'YOR195W', 'YNL203C', 'YDL065C', 'YOL044W', 'YPL200W', 'YDR164C', 'YOR124C', 'YJL187C', 'YJL012C', 'YPR007C', 'YOR230W', 'YNL138W', 'YPR083W', 'YDR089W', 'YJR092W', 'YPL112C', 'YNL054W', 'YKL212W', 'YER123W', 'YBR170C', 'YFL005W', 'YDR116C', 'YDL090C', 'YJR073C', 'YJR136C', 'YGL025C', 'YLR171W', 'YDL104C', 'YIL128W', 'YDR405W', 'YDR143C', 'YDR057W', 'YJL084C', 'YMR202W', 'YLL024C', 'YLR335W', 'YDR407C', 'YKL033W', 'YMR065W', 'YDL128W', 'YKL103C', 'YOL012C', 'YER106W', 'YKL176C', 'YPL244C', 'YMR119W', 'YLR148W', 'YER119C-A', 'YDR296W', 'YDR233C', 'YJL168C', 'YLR296W', 'YPR173C', 'YBR023C', 'YHL007C', 'YDR129C', 'YDR065W', 'YJL107C', 'YJR118C', 'YMR015C', 'YOL090W', 'YBL079W', 'YGL095C', 'YBL060W', 'YMR080C', 'YMR306W', 'YFR028C', 'YLR295C', 'YBR017C', 'YPL149W', 'YKL195W', 'YPL188W', 'YFL038C', 'YDL146W', 'YGR081C', 'YPL002C', 'YDR195W', 'YOR144C', 'YPL195W', 'YPL209C', 'YIL065C', 'YFL052W', 'YKL009W', 'YIL033C', 'YDR050C', 'YDL126C', 'YLR262C', 'YLR440C', 'YKR071C', 'YML012C-A', 'YKL189W', 'YNL167C', 'YBR161W', 'YBL038W', 'YNR010W', 'YBR082C', 'YNL258C', 'YLR075W', 'YDL107W', 'YLR371W', 'YPL270W', 'YPR036W', 'YGR261C', 'YPR049C', 'YDR322W', 'YLR150W', 'YKL184W', 'YJR138W', 'YNL136W', 'YOL108C', 'YOR375C', 'YHR014W', 'YER129W', 'YPR123C', 'YLL050C', 'YLL026W', 'YAL041W', 'YHR064C', 'YCR030C', 'YHL017W', 'YKL113C', 'YER008C', 'YMR239C', 'YBR103W', 'YOL151W', 'YHR195W', 'YML109W', 'YDL145C', 'YIL039W', 'YLR304C', 'YKR035W-A', 'YCL008C', 'YNL295W', 'YHR163W', 'YOR030W', 'YKL002W', 'YMR205C', 'YLR081W', 'YJL141C', 'YBL058W', 'YGL024W', 'YEL027W', 'YOR089C', 'YLR119W', 'YHR039C-A', 'YLR079W', 'YDR480W', 'YBR130C', 'YFR003C']"
protein/peptide distribution: absent,4,"['YJR143C', 'YLR002C', 'YFR004W', 'YDR244W']"
protein/peptide distribution: decreased,20,"['YFR051C', 'YPL010W', 'YGL233W', 'YIL074C', 'YCR052W', 'YDR145W', 'YML105C', 'YDL145C', 'YOR290C', 'YGL137W', 'YLR440C', 'YGR078C', 'YNL287W', 'YGL001C', 'YDR238C', 'YPL158C', 'YOR129C', 'YNL258C', 'YIL126W', 'YOR127W']"
protein/peptide distribution: delayed,1,['YMR273C']
protein/peptide distribution: increased,88,"['YDR004W', 'YPL018W', 'YJL051W', 'YFR055W', 'YDR112W', 'YEL001C', 'YGL163C', 'YLR247C', 'YLR021W', 'YOL002C', 'YOR023C', 'YFR043C', 'YMR075W', 'YDR540C', 'YPR164W', 'YLR260W', 'YFR049W', 'YHR134W', 'YML116W', 'YJL030W', 'YER116C', 'YOL076W', 'YLR399C', 'YMR129W', 'YDR386W', 'YKR010C', 'YMR055C', 'YEL029C', 'YAR002W', 'YDR116C', 'YGL086W', 'YKL208W', 'YIR036C', 'YMR190C', 'YOR328W', 'YOL052C-A', 'YOR235W', 'YOL049W', 'YMR063W', 'YOR013W', 'YML032C', 'YDR289C', 'YDR485C', 'YPR070W', 'YDR138W', 'YFR038W', 'YPR038W', 'YJL047C', 'YOR135C', 'YDR439W', 'YGL186C', 'YOR044W', 'YOR144C', 'YJL095W', 'YGL175C', 'YMR073C', 'YLR010C', 'YOR073W', 'YPL024W', 'YJL142C', 'YLL033W', 'YDR332W', 'YLL002W', 'YJL003W', 'YER095W', 'YFL053W', 'YKR082W', 'YKL003C', 'YOL015W', 'YOR375C', 'YDR363W', 'YMR167W', 'YDL070W', 'YOR025W', 'YFL023W', 'YPL194W', 'YHR154W', 'YHR031C', 'YML041C', 'YPL013C', 'YDL059C', 'YPR135W', 'YGR078C', 'YDR440W', 'YDR446W', 'YJL037W', 'YOL025W', 'YPL017C']"
protein/peptide distribution: increased duration,1,['YDL126C']
protein/peptide distribution: normal,3,"['YOL126C', 'YEL052W', 'YOR181W']"
protein/peptide modification: abnormal,19,"['YOR124C', 'YGR101W', 'YDR372C', 'YMR039C', 'YFR011C', 'YLR193C', 'YKR016W', 'YBR002C', 'YIL153W', 'YCL001W', 'YOR156C', 'YDL067C', 'YMR292W', 'YDR477W', 'YER139C', 'YNL076W', 'YDR483W', 'YCL057C-A', 'YDL047W']"
protein/peptide modification: absent,81,"['YKL126W', 'YLR285W', 'YBR097W', 'YLR240W', 'YJL046W', 'YBR105C', 'YJR143C', 'YEL013W', 'YER125W', 'YBL078C', 'YNL242W', 'YJL036W', 'YPR051W', 'YGL115W', 'YJL029C', 'YDL074C', 'YDR477W', 'YPL065W', 'YOL076W', 'YDL040C', 'YER078C', 'YOL082W', 'YHR171W', 'YJL178C', 'YNL223W', 'YPL100W', 'YNR006W', 'YDR027C', 'YIL110W', 'YIL008W', 'YKR020W', 'YLR431C', 'YGR252W', 'YDR255C', 'YDL064W', 'YBR160W', 'YBR028C', 'YJL168C', 'YHR067W', 'YAL044C', 'YDL113C', 'YBR217W', 'YNR007C', 'YDR372C', 'YBR136W', 'YMR159C', 'YGL180W', 'YGL095C', 'YDR410C', 'YPL149W', 'YNR026C', 'YJR122W', 'YBL088C', 'YBR128C', 'YPR185W', 'YDR484W', 'YPR173C', 'YPL120W', 'YLL042C', 'YNL064C', 'YIL030C', 'YHR013C', 'YFL039C', 'YPR049C', 'YFR021W', 'YOL018C', 'YPR131C', 'YOL003C', 'YCR068W', 'YER129W', 'YFL045C', 'YDR170C', 'YLR024C', 'YCL008C', 'YDL149W', 'YML029W', 'YKL101W', 'YNR020C', 'YMR100W', 'YNL098C', 'YDR507C']"
