physical_interaction_id,count,Systematic Name,physical_interaction
YLR056W,19,"['YBL032W', 'YBR159W', 'YER044C', 'YGL001C', 'YGR060W', 'YHL034C', 'YHR007C', 'YHR072W', 'YHR190W', 'YLL028W', 'YLR034C', 'YLR056W', 'YLR100W', 'YLR207W', 'YLR292C', 'YML008C', 'YML012W', 'YNL255C', 'YNL280C']",ERG3
YLR057W,1,['YMR289W'],MNL2
YLR058C,35,"['YAL005C', 'YAL024C', 'YCL014W', 'YCL037C', 'YDL043C', 'YDR234W', 'YDR328C', 'YDR333C', 'YEL047C', 'YER012W', 'YER146W', 'YER151C', 'YFR004W', 'YFR009W', 'YFR034C', 'YGR092W', 'YHL034C', 'YHR027C', 'YHR200W', 'YIL031W', 'YJL128C', 'YKL104C', 'YKR099W', 'YLR085C', 'YLR247C', 'YLR320W', 'YMR086W', 'YMR219W', 'YNL209W', 'YNL290W', 'YOL054W', 'YOR081C', 'YOR117W', 'YPL020C', 'YPL240C']",SHM2
YLR060W,25,"['YBL076C', 'YCL024W', 'YDL015C', 'YDL077C', 'YDL108W', 'YDR466W', 'YER151C', 'YFL022C', 'YFR004W', 'YFR014C', 'YGR218W', 'YHL034C', 'YHR027C', 'YHR200W', 'YKL048C', 'YKL139W', 'YNL209W', 'YNR051C', 'YOL013C', 'YOL100W', 'YOR117W', 'YOR231W', 'YOR355W', 'YPL031C', 'YPR106W']",FRS1
YLR063W,7,"['YGR218W', 'YLL013C', 'YMR080C', 'YNL061W', 'YNL209W', 'YNL251C', 'YPL190C']",BMT6
YLR064W,10,"['YAL005C', 'YBL007C', 'YBL032W', 'YGL122C', 'YHR016C', 'YHR114W', 'YHR192W', 'YLL013C', 'YMR123W', 'YOR165W']",PER33
YLR065C,5,"['YCL037C', 'YDL149W', 'YDR515W', 'YNL255C', 'YPL178W']",SND2
YLR066W,9,"['YBR125C', 'YCL037C', 'YDL229W', 'YGL122C', 'YHR091C', 'YIR022W', 'YJL034W', 'YJR010C-A', 'YOL020W']",SPC3
YLR067C,16,"['YDL044C', 'YER153C', 'YER179W', 'YFL002C', 'YFL036W', 'YGR028W', 'YGR222W', 'YIR009W', 'YJL095W', 'YJL187C', 'YJL203W', 'YJL209W', 'YLL013C', 'YLR438C-A', 'YOR308C', 'YPR129W']",PET309
YLR069C,8,"['YDL229W', 'YEL034W', 'YER125W', 'YGL068W', 'YKL012W', 'YKL117W', 'YLL013C', 'YPL240C']",MEF1
YLR071C,52,"['YBL093C', 'YBR009C', 'YBR010W', 'YBR154C', 'YBR193C', 'YBR253W', 'YCL028W', 'YCR081W', 'YCR084C', 'YDL005C', 'YDL052C', 'YDL065C', 'YDL077C', 'YDL108W', 'YDL140C', 'YDL229W', 'YDR308C', 'YDR404C', 'YDR443C', 'YER022W', 'YGL011C', 'YGL025C', 'YGL127C', 'YGL151W', 'YGL158W', 'YGR104C', 'YHR041C', 'YHR058C', 'YIL021W', 'YJL140W', 'YJR110W', 'YLL024C', 'YLR320W', 'YMR112C', 'YMR179W', 'YNL025C', 'YNL030W', 'YNL031C', 'YNL236W', 'YNR010W', 'YOL051W', 'YOL135C', 'YOL148C', 'YOR151C', 'YOR174W', 'YPL042C', 'YPL129W', 'YPL217C', 'YPR070W', 'YPR086W', 'YPR168W', 'YPR187W']",RGR1
YLR072W,31,"['YAL048C', 'YBR194W', 'YDL239C', 'YEL013W', 'YFR041C', 'YGL068W', 'YGL219C', 'YGR017W', 'YGR052W', 'YHR117W', 'YHR186C', 'YIL070C', 'YJL090C', 'YLL006W', 'YLL013C', 'YLL026W', 'YLL048C', 'YLR173W', 'YLR249W', 'YML008C', 'YNL031C', 'YNL121C', 'YNL183C', 'YNL209W', 'YNL307C', 'YOR108W', 'YOR141C', 'YOR270C', 'YOR328W', 'YPR113W', 'YPR152C']",LAM6
YLR073C,6,"['YBL032W', 'YDR069C', 'YGL122C', 'YNL197C', 'YNL209W', 'YPL084W']",RFU1
YLR074C,78,"['YBL002W', 'YBL004W', 'YBL026W', 'YBL044W', 'YBR009C', 'YBR191W', 'YCR072C', 'YDL051W', 'YDL075W', 'YDR036C', 'YDR101C', 'YDR155C', 'YDR174W', 'YDR175C', 'YDR224C', 'YDR225W', 'YDR496C', 'YEL034W', 'YER006W', 'YER110C', 'YER126C', 'YER165W', 'YFL007W', 'YFR031C-A', 'YGL030W', 'YGL068W', 'YGL076C', 'YGL103W', 'YGL111W', 'YGL120C', 'YGL122C', 'YGR085C', 'YGR103W', 'YGR245C', 'YHL033C', 'YHR010W', 'YHR052W', 'YHR059W', 'YHR085W', 'YHR170W', 'YHR179W', 'YHR197W', 'YIL070C', 'YIL093C', 'YIR003W', 'YJL122W', 'YJR144W', 'YKL009W', 'YKL081W', 'YKL085W', 'YKR081C', 'YLL050C', 'YLR009W', 'YLR106C', 'YLR196W', 'YLR320W', 'YLR325C', 'YLR397C', 'YMR047C', 'YMR142C', 'YMR303C', 'YNL002C', 'YNL038W', 'YNL110C', 'YNL175C', 'YNL182C', 'YNL255C', 'YNR053C', 'YOL041C', 'YOL127W', 'YOR063W', 'YPL013C', 'YPL093W', 'YPL131W', 'YPL146C', 'YPL169C', 'YPL198W', 'YPR016C']",BUD20
YLR075W,87,"['YAL005C', 'YAL007C', 'YAL035W', 'YBR009C', 'YBR039W', 'YBR084W', 'YBR160W', 'YBR247C', 'YBR265W', 'YCR077C', 'YDL055C', 'YDL077C', 'YDL136W', 'YDL160C', 'YDL171C', 'YDL182W', 'YDL191W', 'YDL195W', 'YDR077W', 'YDR091C', 'YDR101C', 'YDR130C', 'YDR188W', 'YDR333C', 'YDR365C', 'YDR412W', 'YDR418W', 'YDR432W', 'YEL054C', 'YER151C', 'YFL002C', 'YFR004W', 'YFR031C-A', 'YGL099W', 'YGL167C', 'YGL246C', 'YGR281W', 'YHL030W', 'YHL033C', 'YHL034C', 'YHR019C', 'YHR027C', 'YHR052W', 'YHR064C', 'YHR066W', 'YHR170W', 'YHR197W', 'YIL043C', 'YIL094C', 'YIL149C', 'YIR010W', 'YIR012W', 'YJL080C', 'YJL109C', 'YJR010C-A', 'YKL009W', 'YKL014C', 'YKR081C', 'YLL013C', 'YLL045C', 'YLR150W', 'YLR153C', 'YLR180W', 'YML065W', 'YMR086W', 'YMR127C', 'YMR247C', 'YNL002C', 'YNL049C', 'YNL110C', 'YNL124W', 'YNL132W', 'YNL209W', 'YNL255C', 'YNR046W', 'YNR051C', 'YNR053C', 'YOL011W', 'YOL120C', 'YOR117W', 'YPL085W', 'YPL220W', 'YPL226W', 'YPL240C', 'YPR016C', 'YPR161C', 'YPR181C']",RPL10
YLR078C,38,"['YBL007C', 'YBL050W', 'YBR080C', 'YCL032W', 'YDL149W', 'YDL192W', 'YDR189W', 'YER122C', 'YER157W', 'YFL038C', 'YFR024C-A', 'YGL122C', 'YGR172C', 'YHL031C', 'YHR105W', 'YHR114W', 'YIL004C', 'YIL109C', 'YJL178C', 'YKL006C-A', 'YKL196C', 'YKR020W', 'YLR026C', 'YLR240W', 'YLR254C', 'YLR268W', 'YLR309C', 'YLR314C', 'YLR399C', 'YNL272C', 'YNL287W', 'YOR232W', 'YOR327C', 'YOR344C', 'YPL120W', 'YPL218W', 'YPL240C', 'YPR181C']",BOS1
YLR079W,37,"['YBL032W', 'YBL071W-A', 'YBR135W', 'YBR160W', 'YBR214W', 'YDL132W', 'YDL155W', 'YDR054C', 'YDR086C', 'YDR328C', 'YEL037C', 'YER012W', 'YER059W', 'YER125W', 'YFL009W', 'YFR028C', 'YGL122C', 'YGR086C', 'YGR108W', 'YGR109C', 'YIL035C', 'YJL106W', 'YKL193C', 'YLR113W', 'YLR145W', 'YLR210W', 'YLR345W', 'YLR361C', 'YML092C', 'YNL155W', 'YNL180C', 'YNL255C', 'YOR061W', 'YOR209C', 'YPL031C', 'YPR119W', 'YPR120C']",SIC1
YLR080W,11,"['YBL032W', 'YBR159W', 'YDL149W', 'YFL048C', 'YGR224W', 'YIL109C', 'YKR088C', 'YLR080W', 'YLR431C', 'YNL287W', 'YPR181C']",EMP46
YLR082C,17,"['YDR200C', 'YDR479C', 'YEL003W', 'YEL015W', 'YGL250W', 'YGR059W', 'YHL010C', 'YIL046W', 'YJR112W', 'YKL112W', 'YLL021W', 'YLR082C', 'YLR195C', 'YNL059C', 'YOL138C', 'YOR269W', 'YPL216W']",SRL2
YLR083C,26,"['YAL053W', 'YBL102W', 'YBR159W', 'YBR293W', 'YDL192W', 'YDR284C', 'YDR313C', 'YEL017C-A', 'YFL025C', 'YFL041W', 'YFR051C', 'YHL034C', 'YIL013C', 'YJL004C', 'YJL210W', 'YJR131W', 'YML048W', 'YMR010W', 'YMR177W', 'YOL137W', 'YOR016C', 'YOR036W', 'YOR071C', 'YPL162C', 'YPL240C', 'YPL264C']",EMP70
YLR084C,14,"['YAL005C', 'YAL024C', 'YDL229W', 'YDR150W', 'YGL122C', 'YGR041W', 'YKL210W', 'YLL024C', 'YLL034C', 'YLR084C', 'YLR353W', 'YNL078W', 'YOR153W', 'YOR301W']",RAX2
YLR085C,19,"['YAL011W', 'YBR034C', 'YBR135W', 'YBR231C', 'YDR334W', 'YDR381W', 'YDR485C', 'YER168C', 'YGL122C', 'YGL252C', 'YLR058C', 'YLR187W', 'YLR259C', 'YLR377C', 'YLR385C', 'YLR399C', 'YML041C', 'YNL209W', 'YOL012C']",ARP6
YLR086W,31,"['YAR007C', 'YBL032W', 'YBL097W', 'YBR123C', 'YBR156C', 'YBR160W', 'YCL018W', 'YCR086W', 'YDR325W', 'YDR510W', 'YFL008W', 'YFL037W', 'YFR028C', 'YFR031C', 'YGL122C', 'YGR089W', 'YHL034C', 'YJL074C', 'YJL173C', 'YJR089W', 'YJR112W', 'YKR016W', 'YLL013C', 'YLR016C', 'YLR163C', 'YLR272C', 'YML085C', 'YOL069W', 'YOR274W', 'YPR110C', 'YPR129W']",SMC4
YLR088W,7,"['YBL007C', 'YBR127C', 'YBR196C', 'YDR331W', 'YDR434W', 'YHR188C', 'YLR320W']",GAA1
YLR089C,11,"['YBL032W', 'YBR010W', 'YDR479C', 'YGL122C', 'YHR023W', 'YIL107C', 'YLR259C', 'YLR423C', 'YNL031C', 'YPR049C', 'YPR088C']",ALT1
YLR090W,9,"['YDL077C', 'YDL185W', 'YGR020C', 'YHR039C-A', 'YLL013C', 'YMR240C', 'YNL255C', 'YPR036W', 'YPR189W']",XDJ1
YLR093C,54,"['YAL005C', 'YAL014C', 'YAL038W', 'YBL050W', 'YBL078C', 'YBR118W', 'YBR127C', 'YBR200W', 'YBR288C', 'YCL037C', 'YDL077C', 'YDL229W', 'YDR080W', 'YDR229W', 'YDR468C', 'YEL005C', 'YER093C', 'YER165W', 'YFL039C', 'YGL006W', 'YGL122C', 'YGL212W', 'YGR192C', 'YGR261C', 'YHR206W', 'YIL004C', 'YJL214W', 'YJR009C', 'YKL080W', 'YKL196C', 'YKR035W-A', 'YKR054C', 'YLL024C', 'YLR026C', 'YLR043C', 'YLR044C', 'YLR093C', 'YLR240W', 'YLR268W', 'YLR315W', 'YLR396C', 'YMR052W', 'YMR197C', 'YNL084C', 'YOL006C', 'YOR106W', 'YOR204W', 'YPL031C', 'YPL045W', 'YPL055C', 'YPL106C', 'YPL195W', 'YPL232W', 'YPR046W']",NYV1
YLR096W,108,"['YAL040C', 'YAR014C', 'YAR015W', 'YBL023C', 'YBL024W', 'YBL032W', 'YBL085W', 'YBL104C', 'YBR088C', 'YBR160W', 'YBR169C', 'YDL203C', 'YDL229W', 'YDR071C', 'YDR128W', 'YDR151C', 'YDR173C', 'YDR239C', 'YDR283C', 'YDR388W', 'YEL062W', 'YER033C', 'YER079W', 'YER118C', 'YER122C', 'YER133W', 'YER167W', 'YFL009W', 'YFL033C', 'YFL034C-B', 'YFR010W', 'YFR028C', 'YGL035C', 'YGL100W', 'YGL210W', 'YGR001C', 'YGR009C', 'YGR047C', 'YGR097W', 'YGR218W', 'YGR238C', 'YGR287C', 'YHL023C', 'YHR030C', 'YHR044C', 'YHR049W', 'YHR082C', 'YHR158C', 'YHR186C', 'YHR207C', 'YIL044C', 'YIL063C', 'YIL135C', 'YIL172C', 'YIR010W', 'YJL076W', 'YJL187C', 'YJR032W', 'YJR044C', 'YJR056C', 'YJR092W', 'YJR138W', 'YKL048C', 'YKL081W', 'YKL161C', 'YKL210W', 'YKR090W', 'YKR100C', 'YLL026W', 'YLR182W', 'YLR191W', 'YLR257W', 'YLR342W', 'YLR345W', 'YLR375W', 'YLR438W', 'YML006C', 'YML048W', 'YML057W', 'YMR036C', 'YMR120C', 'YMR124W', 'YMR196W', 'YNL027W', 'YNL049C', 'YNL054W', 'YNL161W', 'YNL186W', 'YNL207W', 'YNL271C', 'YNR039C', 'YNR052C', 'YNR064C', 'YOL054W', 'YOL082W', 'YOL083W', 'YOL138C', 'YOR061W', 'YOR093C', 'YOR100C', 'YOR184W', 'YOR224C', 'YPL055C', 'YPL106C', 'YPR032W', 'YPR115W', 'YPR159W', 'YPR181C']",KIN2
YLR097C,17,"['YBR121C', 'YDL047W', 'YDL132W', 'YDR328C', 'YEL054C', 'YEL071W', 'YFR004W', 'YGL122C', 'YGR218W', 'YLL039C', 'YLR097C', 'YLR289W', 'YMR303C', 'YNL037C', 'YNL209W', 'YNL255C', 'YOL133W']",HRT3
YLR100W,24,"['YBR041W', 'YCL037C', 'YCR011C', 'YDL132W', 'YER044C', 'YGL001C', 'YGL012W', 'YGL137W', 'YGR060W', 'YHR007C', 'YHR072W', 'YHR190W', 'YJL151C', 'YLL012W', 'YLR056W', 'YLR100W', 'YLR144C', 'YML001W', 'YML008C', 'YMR015C', 'YNL209W', 'YNL255C', 'YNL280C', 'YOR328W']",ERG27
YLR103C,30,"['YAR007C', 'YBL023C', 'YBR202W', 'YCL061C', 'YDL140C', 'YDR013W', 'YDR489W', 'YEL032W', 'YGL113W', 'YGL201C', 'YIL046W', 'YIL094C', 'YIL150C', 'YJL072C', 'YLR113W', 'YLR274W', 'YLR320W', 'YMR043W', 'YMR048W', 'YNL102W', 'YNL189W', 'YNL209W', 'YNL273W', 'YNL330C', 'YOL004W', 'YOL146W', 'YPL153C', 'YPR019W', 'YPR135W', 'YPR175W']",CDC45
YLR104W,2,"['YGL122C', 'YMR214W']",LCL2
YLR105C,14,"['YAR008W', 'YAR018C', 'YDR142C', 'YDR515W', 'YHR114W', 'YIL142W', 'YJL124C', 'YKR054C', 'YLR254C', 'YMR059W', 'YNL255C', 'YOR344C', 'YPL083C', 'YPL174C']",SEN2
YLR106C,63,"['YBL007C', 'YBR009C', 'YBR150C', 'YBR160W', 'YCR072C', 'YDL055C', 'YDL077C', 'YDR101C', 'YDR143C', 'YDR171W', 'YDR295C', 'YDR394W', 'YDR412W', 'YER006W', 'YER107C', 'YFL037W', 'YFR010W', 'YGL001C', 'YGL122C', 'YGR103W', 'YGR234W', 'YGR245C', 'YHL034C', 'YHR019C', 'YHR052W', 'YHR085W', 'YHR161C', 'YHR197W', 'YJL130C', 'YJR017C', 'YJR132W', 'YKL009W', 'YKL029C', 'YKL179C', 'YKR063C', 'YLL013C', 'YLR074C', 'YLR153C', 'YLR180W', 'YLR254C', 'YLR309C', 'YLR320W', 'YLR399C', 'YML029W', 'YML124C', 'YMR047C', 'YMR131C', 'YNL002C', 'YNL084C', 'YNL110C', 'YNL182C', 'YNL186W', 'YNL255C', 'YNR046W', 'YNR053C', 'YOL108C', 'YOL133W', 'YOR156C', 'YOR272W', 'YOR344C', 'YPL020C', 'YPL043W', 'YPL093W']",REA1
YLR108C,7,"['YAR014C', 'YDR100W', 'YGR218W', 'YJR066W', 'YLR108C', 'YML102W', 'YNL197C']",YLR108C
YLR109W,48,"['YBL067C', 'YBR135W', 'YCL037C', 'YCR077C', 'YDL160C', 'YDL200C', 'YDR172W', 'YDR369C', 'YDR423C', 'YDR515W', 'YER133W', 'YER151C', 'YFR004W', 'YGL090W', 'YGL122C', 'YGR209C', 'YHL034C', 'YHR135C', 'YHR152W', 'YHR200W', 'YIL008W', 'YIL031W', 'YIL035C', 'YJL141C', 'YKL188C', 'YLL013C', 'YLR043C', 'YLR109W', 'YLR135W', 'YLR320W', 'YLR340W', 'YLR430W', 'YMR022W', 'YMR059W', 'YMR138W', 'YMR219W', 'YNL002C', 'YNL079C', 'YNL209W', 'YNL251C', 'YNL271C', 'YNL312W', 'YNR051C', 'YOL059W', 'YOR151C', 'YPL001W', 'YPL020C', 'YPL147W']",AHP1
YLR110C,13,"['YAL005C', 'YCR077C', 'YDL160C', 'YDL229W', 'YGL122C', 'YHL034C', 'YJL124C', 'YLR350W', 'YLR430W', 'YMR149W', 'YNL209W', 'YOR151C', 'YOR153W']",CCW12
YLR113W,85,"['YAR002W', 'YBL103C', 'YBR010W', 'YBR182C', 'YBR279W', 'YCL032W', 'YCL061C', 'YDL006W', 'YDL017W', 'YDL108W', 'YDL116W', 'YDL140C', 'YDL159W', 'YDL235C', 'YDR168W', 'YDR303C', 'YDR359C', 'YDR392W', 'YDR448W', 'YER075C', 'YER089C', 'YER118C', 'YER151C', 'YFR004W', 'YGL043W', 'YGL158W', 'YGR058W', 'YGR063C', 'YGR097W', 'YGR159C', 'YGR218W', 'YHR102W', 'YHR200W', 'YHR205W', 'YIL035C', 'YIL126W', 'YIL147C', 'YIR006C', 'YJL061W', 'YJL072C', 'YJL093C', 'YJL128C', 'YJR132W', 'YKL081W', 'YKL101W', 'YKL166C', 'YLL043W', 'YLR055C', 'YLR079W', 'YLR103C', 'YLR113W', 'YLR138W', 'YLR248W', 'YLR335W', 'YLR362W', 'YML103C', 'YML127W', 'YMR037C', 'YMR172W', 'YMR179W', 'YMR276W', 'YNL031C', 'YNL162W', 'YNL167C', 'YNL209W', 'YNL236W', 'YNL255C', 'YNL330C', 'YNR031C', 'YOL067C', 'YOL072W', 'YOL123W', 'YOL148C', 'YOR039W', 'YOR061W', 'YOR098C', 'YOR198C', 'YOR208W', 'YOR244W', 'YPL145C', 'YPL240C', 'YPL254W', 'YPR019W', 'YPR115W', 'YPR175W']",HOG1
YLR114C,2,"['YGL237C', 'YMR179W']",AVL9
YLR115W,29,"['YAL043C', 'YCR042C', 'YDL077C', 'YDL140C', 'YDR195W', 'YDR228C', 'YDR301W', 'YDR381W', 'YER133W', 'YGL044C', 'YGR047C', 'YGR156W', 'YGR218W', 'YHL033C', 'YHL035C', 'YJL033W', 'YJR093C', 'YKL018W', 'YKL059C', 'YKR002W', 'YLL013C', 'YLR115W', 'YLR277C', 'YML010W', 'YMR061W', 'YNL222W', 'YNL317W', 'YPL240C', 'YPR107C']",CFT2
YLR116W,54,"['YBL032W', 'YBR119W', 'YBR172C', 'YCR077C', 'YDL077C', 'YDL087C', 'YDL148C', 'YDL156W', 'YDL161W', 'YDR206W', 'YDR235W', 'YDR240C', 'YDR381W', 'YDR432W', 'YER013W', 'YER029C', 'YER151C', 'YER165W', 'YGL049C', 'YGL120C', 'YGL173C', 'YGR013W', 'YGR074W', 'YGR162W', 'YGR178C', 'YGR218W', 'YHR086W', 'YHR121W', 'YIL061C', 'YIL130W', 'YJL168C', 'YJR005W', 'YJR066W', 'YKL012W', 'YKL074C', 'YLR116W', 'YLR147C', 'YLR275W', 'YLR298C', 'YML046W', 'YMR065W', 'YMR125W', 'YMR128W', 'YMR216C', 'YNL197C', 'YNL209W', 'YNL210W', 'YNL255C', 'YNR051C', 'YOL115W', 'YOL139C', 'YOR204W', 'YPL016W', 'YPL105C']",MSL5
YLR117C,59,"['YAL032C', 'YBL026W', 'YBL032W', 'YBR060C', 'YBR065C', 'YBR188C', 'YBR194W', 'YBR244W', 'YCL027W', 'YCR086W', 'YDL209C', 'YDR016C', 'YDR088C', 'YDR243C', 'YDR378C', 'YDR416W', 'YDR482C', 'YER013W', 'YER029C', 'YER146W', 'YER172C', 'YFL017W-A', 'YGL120C', 'YGL122C', 'YGL128C', 'YGR074W', 'YGR129W', 'YGR278W', 'YHR165C', 'YJR050W', 'YKL012W', 'YKL074C', 'YKL095W', 'YKL173W', 'YKR022C', 'YKR086W', 'YLL036C', 'YLR147C', 'YLR275W', 'YLR424W', 'YLR438C-A', 'YML049C', 'YMR213W', 'YMR240C', 'YMR288W', 'YNL147W', 'YNL245C', 'YNL255C', 'YNL286W', 'YNR011C', 'YOR159C', 'YOR308C', 'YPL151C', 'YPL178W', 'YPL213W', 'YPR046W', 'YPR101W', 'YPR152C', 'YPR182W']",CLF1
YLR119W,17,"['YAR018C', 'YAR042W', 'YBR057C', 'YCL008C', 'YCL037C', 'YGL075C', 'YGL122C', 'YGR089W', 'YGR206W', 'YJL110C', 'YLR200W', 'YLR417W', 'YMR032W', 'YMR077C', 'YMR235C', 'YPL002C', 'YPL065W']",SRN2
YLR125W,7,"['YDR153C', 'YGL180W', 'YHR135C', 'YJL187C', 'YLR288C', 'YMR030W', 'YPL031C']",YLR125W
YLR127C,23,"['YBL032W', 'YBL084C', 'YBR160W', 'YDL008W', 'YDR118W', 'YDR260C', 'YDR356W', 'YER095W', 'YER179W', 'YFR036W', 'YGL122C', 'YGL240W', 'YGR052W', 'YHR114W', 'YHR166C', 'YIR025W', 'YKL022C', 'YLR102C', 'YLR127C', 'YMR001C', 'YNL172W', 'YOL133W', 'YOR249C']",APC2
YLR128W,11,"['YBL026W', 'YCL037C', 'YDL132W', 'YDR139C', 'YFR028C', 'YLL039C', 'YLR128W', 'YLR306W', 'YNL209W', 'YOL025W', 'YOL133W']",DCN1
YLR129W,27,"['YBL003C', 'YBL004W', 'YBR247C', 'YCL031C', 'YCL059C', 'YCR057C', 'YDL077C', 'YDR324C', 'YDR449C', 'YER082C', 'YGL122C', 'YGR090W', 'YHR196W', 'YIL019W', 'YJL069C', 'YJR002W', 'YLL013C', 'YLR222C', 'YLR409C', 'YNL186W', 'YNL209W', 'YNL255C', 'YNR054C', 'YOR310C', 'YPL217C', 'YPR112C', 'YPR144C']",DIP2
YLR131C,27,"['YBR160W', 'YDL077C', 'YDL155W', 'YDR087C', 'YDR192C', 'YDR295C', 'YFL034C-B', 'YFR028C', 'YFR053C', 'YGR218W', 'YHR082C', 'YJL127C', 'YLR131C', 'YMR304W', 'YMR308C', 'YNL135C', 'YNL157W', 'YNL161W', 'YNL197C', 'YNL254C', 'YNL307C', 'YOR185C', 'YPL031C', 'YPL256C', 'YPR018W', 'YPR086W', 'YPR119W']",ACE2
YLR132C,13,"['YBL045C', 'YCL037C', 'YDR477W', 'YGR267C', 'YHR135C', 'YHR152W', 'YJL187C', 'YKR034W', 'YLL013C', 'YLL036C', 'YLR423C', 'YNL286W', 'YNL307C']",USB1
YLR133W,12,"['YBL002W', 'YDL156W', 'YDR224C', 'YHR165C', 'YJL164C', 'YJR022W', 'YJR059W', 'YKR048C', 'YLL013C', 'YMR139W', 'YMR216C', 'YNL209W']",CKI1
YLR134W,23,"['YBR081C', 'YBR296C-A', 'YCR077C', 'YDL017W', 'YDL132W', 'YDL160C', 'YDR168W', 'YER125W', 'YER133W', 'YER179W', 'YFR004W', 'YHR027C', 'YHR135C', 'YHR200W', 'YIL030C', 'YJR090C', 'YLR044C', 'YLR134W', 'YLR175W', 'YMR080C', 'YNL209W', 'YNL244C', 'YPL031C']",PDC5
YLR135W,17,"['YAL027W', 'YBL084C', 'YBR098W', 'YBR228W', 'YDR099W', 'YDR155C', 'YFR053C', 'YGL245W', 'YHR064C', 'YHR154W', 'YJL052W', 'YJL090C', 'YLR109W', 'YLR249W', 'YML095C', 'YOL034W', 'YPL022W']",SLX4
YLR136C,11,"['YDL160C', 'YDR151C', 'YDR178W', 'YGR180C', 'YJL026W', 'YJR090C', 'YLL013C', 'YLR136C', 'YNL209W', 'YNL230C', 'YOR230W']",TIS11
YLR137W,6,"['YBR010W', 'YGL135W', 'YNL031C', 'YNL209W', 'YNL255C', 'YPL220W']",RKM5
YLR138W,12,"['YCR021C', 'YCR061W', 'YDR099W', 'YGL105W', 'YHL010C', 'YHL034C', 'YKL064W', 'YLR113W', 'YLR138W', 'YML016C', 'YML132W', 'YNL255C']",NHA1
YLR139C,13,"['YAL005C', 'YBL032W', 'YBR031W', 'YDL044C', 'YDL229W', 'YDR012W', 'YER165W', 'YFL036W', 'YLL013C', 'YLR139C', 'YMR229C', 'YMR290C', 'YOR204W']",SLS1
YLR141W,16,"['YBL002W', 'YBL025W', 'YBR009C', 'YBR010W', 'YBR160W', 'YDR224C', 'YFL002C', 'YGL122C', 'YML065W', 'YMR080C', 'YMR270C', 'YNL030W', 'YNL031C', 'YNL209W', 'YOR295W', 'YPL240C']",RRN5
YLR142W,1,['YLR142W'],PUT1
YLR143W,8,"['YCR077C', 'YDL077C', 'YDR385W', 'YJL124C', 'YJR022W', 'YLL013C', 'YMR170C', 'YNL209W']",DPH6
YLR144C,26,"['YBL032W', 'YBR041W', 'YBR177C', 'YCR009C', 'YDL052C', 'YDR388W', 'YER032W', 'YFR024C-A', 'YGL106W', 'YGL122C', 'YGR086C', 'YGR136W', 'YHL002W', 'YHR007C', 'YHR016C', 'YHR072W', 'YJL052W', 'YJL151C', 'YJR009C', 'YKL140W', 'YKR089C', 'YLR100W', 'YLR175W', 'YLR429W', 'YML013W', 'YPR154W']",ACF2
YLR145W,77,"['YAL033W', 'YBL018C', 'YBL087C', 'YBR010W', 'YBR048W', 'YBR067C', 'YBR109C', 'YBR167C', 'YBR189W', 'YBR196C', 'YBR257W', 'YCL037C', 'YCR031C', 'YDL014W', 'YDL085C-A', 'YDL191W', 'YDR086C', 'YDR155C', 'YDR224C', 'YDR418W', 'YDR471W', 'YDR478W', 'YEL017C-A', 'YER009W', 'YER056C-A', 'YER159C', 'YGL076C', 'YGL122C', 'YGL147C', 'YGL245W', 'YGR030C', 'YGR118W', 'YGR155W', 'YGR231C', 'YGR251W', 'YGR279C', 'YHL001W', 'YHR008C', 'YHR010W', 'YHR025W', 'YHR062C', 'YHR208W', 'YIL052C', 'YIL123W', 'YJL177W', 'YJR009C', 'YJR070C', 'YKL122C', 'YKL156W', 'YKL180W', 'YLL045C', 'YLR079W', 'YLR145W', 'YLR150W', 'YLR286C', 'YLR350W', 'YLR355C', 'YLR406C', 'YML063W', 'YMR142C', 'YNL016W', 'YNL044W', 'YNL052W', 'YNL104C', 'YNL221C', 'YNL227C', 'YNL255C', 'YNL282W', 'YNL308C', 'YOR247W', 'YOR293W', 'YPL037C', 'YPR043W', 'YPR069C', 'YPR080W', 'YPR102C', 'YPR108W']",RMP1
YLR146C,4,"['YHR193C', 'YNL209W', 'YPL031C', 'YPR069C']",SPE4
YLR147C,58,"['YBR055C', 'YBR114W', 'YBR119W', 'YCL037C', 'YDL030W', 'YDL043C', 'YDL087C', 'YDL209C', 'YDR240C', 'YDR378C', 'YDR416W', 'YDR473C', 'YDR482C', 'YER029C', 'YER069W', 'YER112W', 'YER172C', 'YFL017W-A', 'YGL120C', 'YGL122C', 'YGR013W', 'YGR074W', 'YGR091W', 'YHR086W', 'YHR107C', 'YHR165C', 'YHR178W', 'YIL139C', 'YJR022W', 'YKL012W', 'YKL095W', 'YKL173W', 'YKR080W', 'YLL021W', 'YLL036C', 'YLR116W', 'YLR117C', 'YLR275W', 'YLR298C', 'YLR325C', 'YLR424W', 'YLR430W', 'YLR433C', 'YML046W', 'YML049C', 'YMR088C', 'YMR125W', 'YMR213W', 'YMR240C', 'YNL016W', 'YNL209W', 'YOR097C', 'YOR159C', 'YOR308C', 'YPL178W', 'YPL213W', 'YPR101W', 'YPR182W']",SMD3
